record_id,year,series,title,doi,doi_url,pmid,pubmed_url
517,2017,ACS-BreastStats,"Breast cancer statistics, 2017, racial disparity in mortality by state",10.3322/caac.21412,https://doi.org/10.3322/caac.21412,28972651,https://pubmed.ncbi.nlm.nih.gov/28972651/
522,2023,PRIMARY,"Characterizing breast cancer incidence and trends among Asian American, Native Hawaiian, and non-Hispanic White women in Hawaiʻi, 1990-2014",10.1007/s10552-022-01659-7,https://doi.org/10.1007/s10552-022-01659-7,36504334,https://pubmed.ncbi.nlm.nih.gov/36504334/
541,2022,PRIMARY,Racial and socioeconomic disparities in breast cancer diagnosis and mortality in Pennsylvania,10.1007/s10549-021-06492-1,https://doi.org/10.1007/s10549-021-06492-1,35064367,https://pubmed.ncbi.nlm.nih.gov/35064367/
543,2022,ACS-AABlack,Cancer statistics for African American/Black People 2022,10.3322/caac.21718,https://doi.org/10.3322/caac.21718,35143040,https://pubmed.ncbi.nlm.nih.gov/35143040/
565,2017,PRIMARY,Cancer in Guam and Hawaii: A comparison of two U.S. Island populations,10.1016/j.canep.2017.08.005,https://doi.org/10.1016/j.canep.2017.08.005,29120826,https://pubmed.ncbi.nlm.nih.gov/29120826/
587,2009,PRIMARY,"Breast cancer in the middle eastern population of California, 1988-2004",10.1111/j.1524-4741.2009.00694.x,https://doi.org/10.1111/j.1524-4741.2009.00694.x,19292805,https://pubmed.ncbi.nlm.nih.gov/19292805/
603,2015,PRIMARY,"Secular trends, race, and geographic disparity of early-stage breast cancer incidence: 25 years of surveillance in Connecticut",10.2105/ajph.2015.302640,https://doi.org/10.2105/ajph.2015.302640,25905822,https://pubmed.ncbi.nlm.nih.gov/25905822/
605,2002,ARN,"Annual report to the nation on the status of cancer, 1973-1999, featuring implications of age and aging on U.S. cancer burden",10.1002/cncr.10593,https://doi.org/10.1002/cncr.10593,12173348,https://pubmed.ncbi.nlm.nih.gov/12173348/
612,2022,ACS-BreastStats,"Breast Cancer Statistics, 2022",10.3322/caac.21754,https://doi.org/10.3322/caac.21754,36190501,https://pubmed.ncbi.nlm.nih.gov/36190501/
617,2007,ARN,"Annual report to the nation on the status of cancer, 1975-2004, featuring cancer  in American Indians and Alaska Natives",10.1002/cncr.23044,https://doi.org/10.1002/cncr.23044,17939129,https://pubmed.ncbi.nlm.nih.gov/17939129/
687,2005,PRIMARY,"Urbanization and breast cancer incidence in North Carolina, 1995-1999",10.1016/j.annepidem.2005.02.006,https://doi.org/10.1016/j.annepidem.2005.02.006,15922628,https://pubmed.ncbi.nlm.nih.gov/15922628/
694,2001,ARN,"Annual report to the nation on the status of cancer (1973 through 1998),  featuring cancers with recent increasing trends",10.1093/jnci/93.11.824,https://doi.org/10.1093/jnci/93.11.824,11390532,https://pubmed.ncbi.nlm.nih.gov/11390532/
701,2025,PRIMARY,"Geographic differences in early-onset breast cancer incidence trends in the USA, 2001–2020, is it time for a geographic risk score?",10.1007/s10552-025-01968-7,https://doi.org/10.1007/s10552-025-01968-7,39937364,https://pubmed.ncbi.nlm.nih.gov/39937364/
751,2004,PRIMARY,Population-based statistics for women diagnosed with inflammatory breast cancer (United States),10.1023/b:caco.0000024222.61114.18,https://doi.org/10.1023/b:caco.0000024222.61114.18,15090727,https://pubmed.ncbi.nlm.nih.gov/15090727/
754,2024,PRIMARY,Breast cancer incidence and stage at diagnosis in the six US-Affiliated Pacific  Islands,10.1016/j.canep.2024.102611,https://doi.org/10.1016/j.canep.2024.102611,38996557,https://pubmed.ncbi.nlm.nih.gov/38996557/
788,2019,ARN,"Annual Report to the Nation on the Status of Cancer, Featuring Cancer in Men and Women Age 20–49 Years",10.1093/jnci/djz106,https://doi.org/10.1093/jnci/djz106,31145458,https://pubmed.ncbi.nlm.nih.gov/31145458/
825,2000,ARN,"The annual report to the nation on the status of cancer, 1973-1997, with a  special section on colorectal cancer",10.1002/(sici)1097-0142(20000515)88:10<2398::aid-cncr26>3.0.co;2-i,https://doi.org/10.1002/(sici)1097-0142(20000515)88:10<2398::aid-cncr26>3.0.co;2-i,10820364,https://pubmed.ncbi.nlm.nih.gov/10820364/
916,2023,PRIMARY,Disparities in cancer incidence by rurality in California,10.1093/jnci/djac238,https://doi.org/10.1093/jnci/djac238,36622036,https://pubmed.ncbi.nlm.nih.gov/36622036/
955,2009,PRIMARY,Cancer among Asian Indians/Pakistanis living in the United States: Low incidence and generally above average survival,10.1007/s10552-008-9275-x,https://doi.org/10.1007/s10552-008-9275-x,19067192,https://pubmed.ncbi.nlm.nih.gov/19067192/
968,2010,ARN,"Annual report to the nation on the status of cancer, 1975-2006, featuring  colorectal cancer trends and impact of interventions (risk factors, screening, and treatment) to reduce future rates",10.1002/cncr.24760,https://doi.org/10.1002/cncr.24760,19998273,https://pubmed.ncbi.nlm.nih.gov/19998273/
985,2001,PRIMARY,"The risk of developing breast cancer within the next 5, 10, or 20 years of a woman's life",10.1016/s0749-3797(00)00314-7,https://doi.org/10.1016/s0749-3797(00)00314-7,11275449,https://pubmed.ncbi.nlm.nih.gov/11275449/
998,2017,PRIMARY,"Cancer-related risk factors and incidence of major cancers by race, gender and region; analysis of the NIH-AARP diet and health study",10.1186/s12885-017-3557-1,https://doi.org/10.1186/s12885-017-3557-1,28854891,https://pubmed.ncbi.nlm.nih.gov/28854891/
1015,2006,PRIMARY,Breast cancer trends among young women in the United States,10.1097/01.ede.0000229195.98786.ee,https://doi.org/10.1097/01.ede.0000229195.98786.ee,16804474,https://pubmed.ncbi.nlm.nih.gov/16804474/
1101,2023,PRIMARY,Cancer incidence in the Somali population of Olmsted County: A Rochester epidemiology project study,10.1002/cam4.6558,https://doi.org/10.1002/cam4.6558,37740603,https://pubmed.ncbi.nlm.nih.gov/37740603/
1106,2020,ACS-AYA,"Cancer statistics for adolescents and young adults, 2020",10.3322/caac.21637,https://doi.org/10.3322/caac.21637,32940362,https://pubmed.ncbi.nlm.nih.gov/32940362/
1196,2012,ACS-Annual,"Cancer statistics, 2012",10.3322/caac.20138,https://doi.org/10.3322/caac.20138,22237781,https://pubmed.ncbi.nlm.nih.gov/22237781/
1336,2026,PRIMARY,"Disparities in breast cancer incidence and survival by age, race, and molecular subtype in US women",10.1038/s41523-026-00935-y,https://doi.org/10.1038/s41523-026-00935-y,,
1398,2026,PRIMARY,"Early-Onset Cancer Incidence Disparities Between Black and White Individuals in the US, 2003-2022",10.1001/jamanetworkopen.2026.7529,https://doi.org/10.1001/jamanetworkopen.2026.7529,41989785,https://pubmed.ncbi.nlm.nih.gov/41989785/
1453,2026,ACS-Disparities,"American Cancer Society’s Report on the Status of Cancer Disparities in the United States, 2025",10.3322/caac.70045,https://doi.org/10.3322/caac.70045,41400551,https://pubmed.ncbi.nlm.nih.gov/41400551/
1457,2026,ACS-Annual,"Cancer statistics, 2026",10.3322/caac.70043,https://doi.org/10.3322/caac.70043,41528114,https://pubmed.ncbi.nlm.nih.gov/41528114/
1462,2026,PRIMARY,Rising Breast Cancer Incidence and Poor Outcomes in Young Women: A Retrospective Study,10.1155/tbj/5584726,https://doi.org/10.1155/tbj/5584726,41742962,https://pubmed.ncbi.nlm.nih.gov/41742962/
1470,2026,PRIMARY,"Breast Cancer Incidence in Asian American, Native Hawaiian, and Pacific Islander Populations",10.1001/jamanetworkopen.2026.21259,https://doi.org/10.1001/jamanetworkopen.2026.21259,42377962,https://pubmed.ncbi.nlm.nih.gov/42377962/
1478,2025,PRIMARY,"Cancer incidence, stage at diagnosis, and trends across the Navajo Nation, 2014–2018",10.1002/cncr.70202,https://doi.org/10.1002/cncr.70202,41385397,https://pubmed.ncbi.nlm.nih.gov/41385397/
1569,2025,PRIMARY,Characterizing cancer patterns in Okinawan vs. mainland Japanese Americans: The Multiethnic Cohort Study,10.1101/2025.07.14.25331338,https://doi.org/10.1101/2025.07.14.25331338,,
1629,2025,PRIMARY,Inequalities in Fertility-Impacting Cancer Incidence Among Young Populations in the United States,10.1002/cam4.70797,https://doi.org/10.1002/cam4.70797,40189850,https://pubmed.ncbi.nlm.nih.gov/40189850/
1637,2025,PRIMARY,Cancer Incidence in the Hispanic Community Health Study/Study of Latinos (HCHS/SOL)—The Onco-SOL Ancillary Study,10.1158/1055-9965.epi-24-1325,https://doi.org/10.1158/1055-9965.epi-24-1325,39808161,https://pubmed.ncbi.nlm.nih.gov/39808161/
1693,2024,PRIMARY,Regional Disparities in Incidence and Outcomes of Invasive Ductal Carcinoma Among Asian and Pacific Islander Women in the United States,10.2139/ssrn.5051333,https://doi.org/10.2139/ssrn.5051333,,
1761,2024,PRIMARY,Differences in Breast Cancer Subtypes among Racial/Ethnic Groups,10.3390/cancers16203462,https://doi.org/10.3390/cancers16203462,,
1762,2024,PRIMARY,Early-onset cancer incidence in the United States by race/ethnicity between 2011 and 2020,10.1016/j.canep.2024.102632,https://doi.org/10.1016/j.canep.2024.102632,39094298,https://pubmed.ncbi.nlm.nih.gov/39094298/
1800,2024,PRIMARY,"Rural–Urban Cancer Incidence and Trends in the United States, 2000 to 2019",10.1158/1055-9965.epi-24-0072,https://doi.org/10.1158/1055-9965.epi-24-0072,38801414,https://pubmed.ncbi.nlm.nih.gov/38801414/
1875,2024,ACS-Annual,"Cancer statistics, 2024",10.3322/caac.21820,https://doi.org/10.3322/caac.21820,38230766,https://pubmed.ncbi.nlm.nih.gov/38230766/
2021,2023,ACS-Annual,"Cancer statistics, 2023",10.3322/caac.21763,https://doi.org/10.3322/caac.21763,36633525,https://pubmed.ncbi.nlm.nih.gov/36633525/
2038,2023,PRIMARY,"Incidence trends in triple-negative breast cancer among women in the United States from 2010 to 2019 by race/ethnicity, age and tumor stage",,,,
2131,2022,PRIMARY,"Associations of Obesity, Physical Activity, and Screening With State-Level Trends and Racial and Ethnic Disparities of Breast Cancer Incidence and Mortality in the US",10.1001/jamanetworkopen.2022.16958,https://doi.org/10.1001/jamanetworkopen.2022.16958,35699957,https://pubmed.ncbi.nlm.nih.gov/35699957/
2137,2022,PRIMARY,"Cancer disparities among non-Hispanic urban American Indian and Alaska Native populations in the United States, 1999-2017",10.1002/cncr.34122,https://doi.org/10.1002/cncr.34122,35119703,https://pubmed.ncbi.nlm.nih.gov/35119703/
2151,2022,ACS-Disparities,"American Cancer Society's report on the status of cancer disparities in the United States, 2021",10.3322/caac.21703,https://doi.org/10.3322/caac.21703,34878180,https://pubmed.ncbi.nlm.nih.gov/34878180/
2163,2022,PRIMARY,Estrogen receptor negative breast cancer incidence rates are similar in Ghanaian and Non-Hispanic Black women in the USA,10.1101/2022.02.21.22271266,https://doi.org/10.1101/2022.02.21.22271266,,
2176,2022,ACS-Annual,"Cancer statistics, 2022",10.3322/caac.21708,https://doi.org/10.3322/caac.21708,35020204,https://pubmed.ncbi.nlm.nih.gov/35020204/
2302,2021,PRIMARY,"Breast Cancer Incidence Trends by Estrogen Receptor Status among Asian American Ethnic Groups, 1990-2014",10.1093/jncics/pkaa005,https://doi.org/10.1093/jncics/pkaa005,33392441,https://pubmed.ncbi.nlm.nih.gov/33392441/
2406,2020,PRIMARY,Subtype-specific breast cancer incidence rates in black versus white men in the United States,10.1093/jncics/pkz091,https://doi.org/10.1093/jncics/pkz091,32337499,https://pubmed.ncbi.nlm.nih.gov/32337499/
2413,2020,ACS-Annual,"Cancer statistics, 2020",10.3322/caac.21590,https://doi.org/10.3322/caac.21590,31912902,https://pubmed.ncbi.nlm.nih.gov/31912902/
2440,2019,PRIMARY,Cancer incidence and associations with known risk and protective factors: the Alaska EARTH study,10.1007/s10552-019-01216-9,https://doi.org/10.1007/s10552-019-01216-9,31428891,https://pubmed.ncbi.nlm.nih.gov/31428891/
2453,2019,PRIMARY,Incidence and survival among young women with stage I-III breast cancer: Seer 2000-2015,10.1093/jncics/pkz040,https://doi.org/10.1093/jncics/pkz040,31392297,https://pubmed.ncbi.nlm.nih.gov/31392297/
2473,2019,ACS-AABlack,"Cancer statistics for African Americans, 2019",10.3322/caac.21555,https://doi.org/10.3322/caac.21555,30762872,https://pubmed.ncbi.nlm.nih.gov/30762872/
2510,2019,PRIMARY,"Disparities in cancer incidence and trends among American Indians and Alaska natives in the United States, 2010–2015",10.1158/1055-9965.epi-19-0288,https://doi.org/10.1158/1055-9965.epi-19-0288,31575554,https://pubmed.ncbi.nlm.nih.gov/31575554/
2537,2018,ACS-Hispanic,"Cancer Statistics for Hispanics/Latinos, 2018",10.3322/caac.21494,https://doi.org/10.3322/caac.21494,30285281,https://pubmed.ncbi.nlm.nih.gov/30285281/
2548,2018,PRIMARY,"Cancer patterns in Hmong in Minnesota, 2000 to 2012",10.1002/cncr.31592,https://doi.org/10.1002/cncr.31592,29975407,https://pubmed.ncbi.nlm.nih.gov/29975407/
2601,2018,ACS-Annual,"Cancer statistics, 2018",10.3322/caac.21442,https://doi.org/10.3322/caac.21442,29313949,https://pubmed.ncbi.nlm.nih.gov/29313949/
2610,2018,PRIMARY,"The fluctuating incidence, improved survival of patients with breast cancer, and disparities by age, race, and socioeconomic status by decade, 1981–2010",10.2147/cmar.s173099,https://doi.org/10.2147/cmar.s173099,,
2698,2017,ACS-Annual,"Cancer Statistics, 2017",10.3322/caac.21387,https://doi.org/10.3322/caac.21387,28055103,https://pubmed.ncbi.nlm.nih.gov/28055103/
2732,2016,PRIMARY,Incidence rate for breast cancer in Japanese in Japan and in the United States from the Cancer Incidence in Five Continents,10.1093/jjco/hyw119,https://doi.org/10.1093/jjco/hyw119,,
2796,2015,ACS-Hispanic,"Cancer statistics for Hispanics/Latinos, 2015",10.3322/caac.21314,https://doi.org/10.3322/caac.21314,26375877,https://pubmed.ncbi.nlm.nih.gov/26375877/
2843,2015,ACS-Annual,"Cancer statistics, 2015",10.3322/caac.21254,https://doi.org/10.3322/caac.21254,25559415,https://pubmed.ncbi.nlm.nih.gov/25559415/
2917,2014,ACS-BreastStats,"Breast cancer statistics, 2013",10.3322/caac.21203,https://doi.org/10.3322/caac.21203,24114568,https://pubmed.ncbi.nlm.nih.gov/24114568/
2989,2013,ACS-AABlack,"Cancer statistics for African Americans, 2013",10.3322/caac.21173,https://doi.org/10.3322/caac.21173,23386565,https://pubmed.ncbi.nlm.nih.gov/23386565/
3116,2011,PRIMARY,"Time trends and racial differences in female breast cancer incidence in Pennsylvania, 1985-2004",10.1089/jwh.2010.2082,https://doi.org/10.1089/jwh.2010.2082,,
3182,2009,PRIMARY,"Cancer incidence in first generation U.S. Hispanics: Cubans, Mexicans, Puerto Ricans, and New Latinos",10.1158/1055-9965.epi-09-0329,https://doi.org/10.1158/1055-9965.epi-09-0329,19661072,https://pubmed.ncbi.nlm.nih.gov/19661072/
3186,2009,PRIMARY,Age-Related Crossover in Breast Cancer Incidence Rates between Black and White Women: Implications for Removing Racial Disparities in Breast Cancer Care,10.1016/s1043-321x(09)79313-0,https://doi.org/10.1016/s1043-321x(09)79313-0,,
3188,2009,ACS-Annual,"Cancer statistics, 2009",10.3322/caac.20006,https://doi.org/10.3322/caac.20006,19474385,https://pubmed.ncbi.nlm.nih.gov/19474385/
3212,2009,PRIMARY,Fifty years of cancer in an American Indian population,10.1002/cncr.24039,https://doi.org/10.1002/cncr.24039,19109819,https://pubmed.ncbi.nlm.nih.gov/19109819/
3228,2008,PRIMARY,"Cancer health disparities among Indian and Pakistani immigrants in the United States a Surveillance, Epidemiology, and End Results-based study from 1988 to 2003",10.1002/cncr.23686,https://doi.org/10.1002/cncr.23686,18696716,https://pubmed.ncbi.nlm.nih.gov/18696716/
3230,2008,PRIMARY,"Cancer in American Indian and Alaska Native Young Adults (Ages 20-44 Years): US, 1999-2004",10.1002/cncr.23731,https://doi.org/10.1002/cncr.23731,18720386,https://pubmed.ncbi.nlm.nih.gov/18720386/
3243,2008,ACS-Annual,"Cancer statistics, 2008",10.3322/ca.2007.0010,https://doi.org/10.3322/ca.2007.0010,18287387,https://pubmed.ncbi.nlm.nih.gov/18287387/
3247,2008,PRIMARY,"Cancer incidence rates among South Asians in four geographic regions: India, Singapore, UK and US",10.1093/ije/dym219,https://doi.org/10.1093/ije/dym219,18094016,https://pubmed.ncbi.nlm.nih.gov/18094016/
3267,2007,PRIMARY,"Cambodian cancer incidence rates in California and Washington, 1998-2002",10.1002/cncr.22914,https://doi.org/10.1002/cncr.22914,17654663,https://pubmed.ncbi.nlm.nih.gov/17654663/
3268,2007,PRIMARY,Improving cancer incidence estimates for American Indians in Wisconsin,,,17844709,https://pubmed.ncbi.nlm.nih.gov/17844709/
3275,2007,PRIMARY,"Cancer incidence in the Middle Eastern population of California, 1988-2004.",,,18159978,https://pubmed.ncbi.nlm.nih.gov/18159978/
3288,2007,PRIMARY,Cancer incidence among Korean-American immigrants in the United States and native Koreans in South Korea,10.1177/107327480701400111,https://doi.org/10.1177/107327480701400111,17242674,https://pubmed.ncbi.nlm.nih.gov/17242674/
3298,2006,PRIMARY,"Patterns of cancer incidence among US Hispanics/Latinos, 1995-2000",10.1007/s10552-006-0045-3,https://doi.org/10.1007/s10552-006-0045-3,16933057,https://pubmed.ncbi.nlm.nih.gov/16933057/
3322,2005,PRIMARY,"Cancer incidence in the South Asian population of California, 1988-2000",10.1186/1477-3163-4-21,https://doi.org/10.1186/1477-3163-4-21,,
3345,2005,ACS-Annual,"Cancer statistics, 2005",10.3322/canjclin.55.1.10,https://doi.org/10.3322/canjclin.55.1.10,15661684,https://pubmed.ncbi.nlm.nih.gov/15661684/
3360,2004,PRIMARY,The effect of migration on cancer incidence among Japanese in Hawaii,,,15328946,https://pubmed.ncbi.nlm.nih.gov/15328946/
3369,2004,PRIMARY,Is male breast cancer similar or different than female breast cancer?,10.1023/b:brea.0000010701.08825.2d,https://doi.org/10.1023/b:brea.0000010701.08825.2d,14997057,https://pubmed.ncbi.nlm.nih.gov/14997057/
3373,2004,ACS-Annual,"Cancer Statistics, 2004",10.3322/canjclin.54.1.8,https://doi.org/10.3322/canjclin.54.1.8,14974761,https://pubmed.ncbi.nlm.nih.gov/14974761/
3394,2003,PRIMARY,Cancer in the Minnesota Hmong population,10.1002/cncr.11443,https://doi.org/10.1002/cncr.11443,12784344,https://pubmed.ncbi.nlm.nih.gov/12784344/
3398,2003,PRIMARY,"Cancer incidence patterns in Koreans in the US and in Kangwha, South Korea",10.1023/a:1023046121214,https://doi.org/10.1023/a:1023046121214,12749722,https://pubmed.ncbi.nlm.nih.gov/12749722/
3429,2002,ACS-Annual,"Cancer statistics, 2002",10.3322/canjclin.52.1.23,https://doi.org/10.3322/canjclin.52.1.23,11814064,https://pubmed.ncbi.nlm.nih.gov/11814064/
3522,2024,ARN,"Annual Report to the Nation on the Status of Cancer, part 2: Early assessment of the COVID-19 pandemic’s impact on cancer diagnosis",10.1002/cncr.35026,https://doi.org/10.1002/cncr.35026,,
3640,2022,PRIMARY,Structural Racism and Triple-Negative Breast Cancer among Black and White Women in the United States,10.1089/heq.2021.0041,https://doi.org/10.1089/heq.2021.0041,,
3662,2021,PRIMARY,"Incidence of and Trends in the Leading Cancers with Elevated Incidence among American Indian and Alaska Native Populations, 2012-2016",10.1093/aje/kwaa222,https://doi.org/10.1093/aje/kwaa222,,
3713,2016,PRIMARY,Cancer incidence and mortality among Filipinos in the USA and the Philippines: Patterns and trends,10.1007/978-3-319-41118-7_3,https://doi.org/10.1007/978-3-319-41118-7_3,,
3780,2016,PRIMARY,Risk of cancer in Asian Americans: a Kaiser Permanente cohort study,10.1007/s10552-016-0798-2,https://doi.org/10.1007/s10552-016-0798-2,,
3845,2013,PRIMARY,"Characterizing inflammatory breast cancer among Arab Americans in the California, Detroit and New Jersey Surveillance, Epidemiology and End Results (SEER) registries (1988-2008)",10.1186/2193-1801-2-3,https://doi.org/10.1186/2193-1801-2-3,,
3861,2011,PRIMARY,Asian ethnicity and breast cancer subtypes: A study from the California Cancer Registry,10.1007/s10549-010-1173-8,https://doi.org/10.1007/s10549-010-1173-8,,
3891,2009,PRIMARY,Changes in cancer incidence patterns among a northeastern American Indian population: 1955-1969 versus 1990-2004,10.1111/j.1748-0361.2009.00247.x,https://doi.org/10.1111/j.1748-0361.2009.00247.x,,
3999,2002,PRIMARY,"Cancer incidence patterns among Vietnamese in the United States and Ha Noi, Vietnam",10.1002/ijc.10725,https://doi.org/10.1002/ijc.10725,,
4026,2023,PRIMARY,"Incidence of selected cancers in Non-Hispanic American Indian and Alaska Native adolescent and young adult populations, 1999-2019",10.1016/j.annepidem.2023.04.016,https://doi.org/10.1016/j.annepidem.2023.04.016,37119997,https://pubmed.ncbi.nlm.nih.gov/37119997/
4027,2016,PRIMARY,"Cancer incidence among Asian American populations in the United States, 2009-2011",10.1002/ijc.29958,https://doi.org/10.1002/ijc.29958,26661680,https://pubmed.ncbi.nlm.nih.gov/26661680/
4035,2004,ARN,"Annual report to the nation on the status of cancer, 1975-2001, with a special feature regarding survival",10.1002/cncr.20288,https://doi.org/10.1002/cncr.20288,15221985,https://pubmed.ncbi.nlm.nih.gov/15221985/
4037,2011,PRIMARY,The Impact of Eliminating Socioeconomic and Racial Disparities on Premature Cancer Deaths,10.3322/caac.20121,https://doi.org/10.3322/caac.20121,21685461,https://pubmed.ncbi.nlm.nih.gov/21685461/
4039,2006,PRIMARY,Racial/ethnic patterns in lifetime and age-conditional risk estimates for selected cancers,10.1002/cncr.21647,https://doi.org/10.1002/cncr.21647,16388524,https://pubmed.ncbi.nlm.nih.gov/16388524/
4040,2008,PRIMARY,Cancer incidence and mortality patterns among specific Asian and Pacific Islander populations in the US,10.1007/s10552-007-9088-3,https://doi.org/10.1007/s10552-007-9088-3,18066673,https://pubmed.ncbi.nlm.nih.gov/18066673/
4043,2023,PRIMARY,"Trends in Breast Cancer Incidence and Mortality in the United States From 2004-2018: A Surveillance, Epidemiology, and End Results (SEER)-Based Study",10.7759/cureus.37982,https://doi.org/10.7759/cureus.37982,37223193,https://pubmed.ncbi.nlm.nih.gov/37223193/
4050,2013,ARN,"Annual Report to the Nation on the Status of Cancer, 19752009, Featuring the Burden and Trends in Human Papillomavirus (HPV)Associated Cancers and HPV Vaccination Coverage Levels",10.1093/jnci/djs491,https://doi.org/10.1093/jnci/djs491,23297039,https://pubmed.ncbi.nlm.nih.gov/23297039/
4057,2011,ACS-BreastStats,"Breast cancer statistics, 2011",10.3322/caac.20134,https://doi.org/10.3322/caac.20134,21969133,https://pubmed.ncbi.nlm.nih.gov/21969133/
4058,2018,PRIMARY,"White-Black Differences in Cancer Incidence, Stage at Diagnosis, and Survival Among Older Adults",10.1177/0898264317696777,https://doi.org/10.1177/0898264317696777,28553811,https://pubmed.ncbi.nlm.nih.gov/28553811/
4065,2014,ACS-Annual,"Cancer Statistics, 2014",10.3322/caac.21208,https://doi.org/10.3322/caac.21208,24399786,https://pubmed.ncbi.nlm.nih.gov/24399786/
4066,2011,ARN,"Annual Report to the Nation on the Status of Cancer, 1975-2007, Featuring Tumors of the Brain and Other Nervous System",10.1093/jnci/djr077,https://doi.org/10.1093/jnci/djr077,21454908,https://pubmed.ncbi.nlm.nih.gov/21454908/
4071,2003,ARN,"Annual report to the nation on the status of cancer, 1975-2000, featuring the uses of surveillance data for cancer prevention and control",10.1093/jnci/djg040,https://doi.org/10.1093/jnci/djg040,12953083,https://pubmed.ncbi.nlm.nih.gov/12953083/
4082,2025,ARN,"Annual Report to the Nation on the Status of Cancer, featuring state-level statistics after the onset of the COVID-19 pandemic",10.1002/cncr.35833,https://doi.org/10.1002/cncr.35833,40257373,https://pubmed.ncbi.nlm.nih.gov/40257373/
4098,2007,PRIMARY,"Cancer incidence, mortality, and associated risk factors among Asian Americans of Chinese, Filipino, Vietnamese, Korean, and Japanese ethnicities",10.3322/canjclin.57.4.190,https://doi.org/10.3322/canjclin.57.4.190,17626117,https://pubmed.ncbi.nlm.nih.gov/17626117/
4147,2011,PRIMARY,AN EXCESS OF BREAST CANCER AMONG YOUNG CALIFORNIA-BORN ASIAN WOMEN,,,21749024,https://pubmed.ncbi.nlm.nih.gov/21749024/
4164,2008,ARN,"Annual Report to the Nation on the Status of Cancer, 1975-2005, Featuring Trends in Lung Cancer, Tobacco Use, and Tobacco Control",10.1093/jnci/djn389,https://doi.org/10.1093/jnci/djn389,19033571,https://pubmed.ncbi.nlm.nih.gov/19033571/
4172,2013,ACS-Annual,"Cancer statistics, 2013",10.3322/caac.21166,https://doi.org/10.3322/caac.21166,23335087,https://pubmed.ncbi.nlm.nih.gov/23335087/
4213,2012,ACS-Hispanic,"Cancer statistics for Hispanics/Latinos, 2012",10.3322/caac.21153,https://doi.org/10.3322/caac.21153,22987332,https://pubmed.ncbi.nlm.nih.gov/22987332/
4216,2012,ARN,"Annual Report to the Nation on the status of cancer, 1975-2008, featuring cancers associated with excess weight and lack of sufficient physical activity",10.1002/cncr.27514,https://doi.org/10.1002/cncr.27514,22460733,https://pubmed.ncbi.nlm.nih.gov/22460733/
4294,2025,ACS-AABlack,"Cancer statistics for African American and Black people, 2025",10.3322/caac.21874,https://doi.org/10.3322/caac.21874,39976243,https://pubmed.ncbi.nlm.nih.gov/39976243/
4333,2002,PRIMARY,Cancer among Hispanic women in South Florida: An 18-year assessment - A report from the Florida Cancer Data System,10.1002/cncr.10834,https://doi.org/10.1002/cncr.10834,12365024,https://pubmed.ncbi.nlm.nih.gov/12365024/
4336,2017,PRIMARY,Cancer Incidence Profile in Sub-Saharan African-Born Blacks in the United States: Similarities and Differences With US-Born Non-Hispanic Blacks,10.1002/cncr.30701,https://doi.org/10.1002/cncr.30701,28407201,https://pubmed.ncbi.nlm.nih.gov/28407201/
4357,2003,ACS-Hispanic,"Cancer statistics for Hispanics, 2003",10.3322/canjclin.53.4.208,https://doi.org/10.3322/canjclin.53.4.208,12924775,https://pubmed.ncbi.nlm.nih.gov/12924775/
4389,2013,PRIMARY,Differences in the cancer burden among foreign-born and US-born Arab Americans living in metropolitan Detroit,10.1007/s10552-013-0271-4,https://doi.org/10.1007/s10552-013-0271-4,24013772,https://pubmed.ncbi.nlm.nih.gov/24013772/
4429,2017,PRIMARY,"Cancer risk in different generations of Middle Eastern immigrants to California, 1988-2013",10.1002/ijc.30928,https://doi.org/10.1002/ijc.30928,28801942,https://pubmed.ncbi.nlm.nih.gov/28801942/
